room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island
2,190,4,25,0.34,1,0,False,False,True,False,False
1,117,2,43,0.59,1,88,False,True,False,False,False
0,80,1,66,0.89,1,365,False,False,True,False,False
2,99,1,93,1.28,1,311,False,True,False,False,False
2,70,6,19,0.26,1,188,False,False,True,False,False
1,125,1,85,1.15,1,301,False,False,True,False,False
2,130,2,32,0.44,1,184,False,False,True,False,False
1,125,2,228,3.07,1,53,False,False,True,False,False
2,199,7,30,0.52,1,184,False,False,True,False,False
1,89,2,0,0.0,1,365,False,True,False,False,False
2,155,4,125,1.68,1,297,False,True,False,False,False
1,60,1,0,0.0,1,0,False,False,False,True,False
2,248,2,9,0.12,1,363,False,False,True,False,False
2,85,4,42,1.44,1,9,False,False,True,False,False
1,85,3,118,1.61,1,0,False,False,True,False,False
2,80,3,38,0.53,1,192,False,True,False,False,False
1,79,1,38,0.6,4,106,False,False,True,False,False
1,55,1,224,3.87,2,356,False,False,False,True,False
1,65,2,64,0.87,1,307,True,False,False,False,False
2,285,2,124,1.7,1,131,False,False,True,False,False
2,119,7,11,0.63,1,143,False,False,False,True,False
2,137,2,59,0.81,1,80,False,True,False,False,False
2,190,2,191,2.6,1,282,False,False,True,False,False
1,80,1,1,0.03,1,0,False,False,True,False,False
2,120,3,155,2.39,1,18,False,True,False,False,False
2,95,3,105,1.42,1,333,False,True,False,False,False
1,90,1,33,0.48,1,189,False,False,True,False,False
1,75,3,11,0.16,1,318,False,True,False,False,False
0,50,1,0,0.0,1,0,False,False,False,True,False
1,103,8,5,0.21,1,2,False,True,False,False,False
2,125,2,28,0.45,1,179,False,False,True,False,False
2,150,2,213,2.87,1,288,False,True,False,False,False
1,148,3,14,0.24,1,365,False,False,True,False,False
2,99,3,68,0.97,2,270,False,True,False,False,False
1,69,2,103,1.39,2,124,False,False,False,True,False
2,200,1,7,0.1,1,358,False,False,True,False,False
1,55,5,4,0.07,1,218,False,False,True,False,False
2,175,8,3,0.04,1,68,False,False,True,False,False
1,240,4,77,1.81,1,21,False,False,True,False,False
1,95,7,2,0.03,2,365,False,False,True,False,False
2,150,1,109,1.49,1,358,False,False,False,True,False
2,150,2,1,0.04,1,0,False,True,False,False,False
2,179,3,146,2.08,2,282,False,True,False,False,False
1,105,1,374,5.06,2,69,False,True,False,False,False
2,53,7,7,0.33,2,0,False,False,True,False,False
1,135,1,17,0.25,1,365,False,False,True,False,False
2,84,2,172,2.32,2,345,False,False,False,True,False
2,290,1,21,0.29,1,128,False,False,True,False,False
0,35,5,110,1.49,4,0,False,True,False,False,False
2,110,3,23,0.67,1,14,False,False,False,True,False
1,60,3,13,0.22,1,294,False,True,False,False,False
2,220,5,0,0.0,1,234,False,True,False,False,False
2,275,4,27,0.37,1,197,False,True,False,False,False
2,142,7,6,0.11,1,188,False,True,False,False,False
1,38,5,1,0.02,2,0,False,True,False,False,False
2,200,2,52,0.71,1,193,False,False,True,False,False
2,225,3,56,0.79,1,55,False,True,False,False,False
2,135,1,190,2.57,1,105,False,False,True,False,False
1,59,3,13,0.26,2,100,False,True,False,False,False
1,75,2,8,0.11,1,312,False,True,False,False,False
1,70,3,12,0.65,2,0,False,True,False,False,False
1,42,3,28,0.74,2,355,False,True,False,False,False
1,60,2,11,0.15,2,296,False,True,False,False,False
2,125,1,153,2.21,1,1,False,True,False,False,False
1,99,6,148,2.09,3,252,False,True,False,False,False
2,99,5,12,0.25,1,0,False,True,False,False,False
2,165,3,130,1.84,1,0,False,True,False,False,False
2,250,5,11,0.15,1,34,False,True,False,False,False
1,135,4,12,0.17,1,365,False,True,False,False,False
1,58,5,66,0.91,1,242,False,False,True,False,False
2,250,3,0,0.0,1,10,False,False,True,False,False
1,95,3,191,2.61,1,207,False,False,True,False,False
2,125,1,92,1.27,1,247,False,False,True,False,False
2,147,7,42,0.61,1,365,False,True,False,False,False
2,300,3,66,1.62,1,286,False,False,True,False,False
2,102,2,24,0.34,1,0,False,True,False,False,False
1,95,5,206,2.89,1,252,False,False,True,False,False
0,165,3,21,0.29,1,363,False,False,True,False,False
2,181,3,153,3.17,1,174,False,True,False,False,False
1,110,1,4,0.05,1,0,False,False,True,False,False
2,155,2,114,1.82,1,314,False,True,False,False,False
2,85,2,1,0.02,1,0,False,False,False,True,False
1,120,5,6,0.26,1,66,False,True,False,False,False
1,75,1,2,0.03,1,0,False,True,False,False,False
1,200,1,3,0.05,1,0,False,True,False,False,False
2,75,7,10,0.15,1,0,False,True,False,False,False
2,150,1,1,0.02,3,129,False,True,False,False,False
1,60,2,147,2.02,1,213,True,False,False,False,False
2,240,1,77,1.08,1,116,False,True,False,False,False
1,150,3,18,0.25,1,0,False,False,True,False,False
2,200,3,0,0.0,1,0,False,False,True,False,False
2,269,5,18,0.29,1,179,False,False,True,False,False
1,112,2,9,0.37,2,0,False,True,False,False,False
2,250,5,49,0.67,1,0,False,True,False,False,False
2,80,3,67,0.92,1,85,False,False,True,False,False
2,295,2,114,1.59,3,79,False,True,False,False,False
2,219,6,45,0.64,1,188,False,False,True,False,False
1,119,4,106,1.47,2,23,False,False,True,False,False
2,190,4,1,0.02,1,0,False,True,False,False,False
1,140,5,90,1.37,1,16,False,False,True,False,False
1,125,2,4,0.08,1,364,False,True,False,False,False
2,144,4,27,0.39,1,0,False,False,True,False,False
2,100,1,102,1.73,1,33,False,False,False,True,False
1,115,2,57,2.67,2,288,False,True,False,False,False
2,94,2,1,0.12,1,3,False,False,True,False,False
1,50,1,49,0.91,1,14,False,False,True,False,False
2,131,4,68,1.06,1,5,False,True,False,False,False
1,175,2,5,0.13,2,334,False,True,False,False,False
2,299,3,4,0.06,1,321,False,True,False,False,False
2,145,2,64,0.91,1,132,False,False,True,False,False
2,175,2,2,0.03,1,0,False,False,True,False,False
1,109,5,5,0.07,1,22,False,False,True,False,False
1,150,1,28,0.51,1,364,False,False,True,False,False
1,133,7,0,0.0,1,0,False,True,False,False,False
1,75,3,73,1.0,8,341,False,True,False,False,False
1,55,1,3,0.06,2,343,False,True,False,False,False
1,75,3,107,1.7,4,255,False,True,False,False,False
2,151,1,173,2.36,1,213,False,True,False,False,False
2,199,3,6,0.08,1,12,False,True,False,False,False
2,160,3,24,0.33,1,365,False,True,False,False,False
1,36,1,173,2.38,5,360,False,True,False,False,False
2,235,2,10,0.2,1,345,False,False,True,False,False
2,225,4,5,0.07,1,365,False,True,False,False,False
2,300,3,19,0.27,1,0,False,False,True,False,False
0,35,5,120,1.66,4,0,False,True,False,False,False
1,79,2,61,0.93,1,353,False,False,False,True,False
1,82,1,6,0.1,2,334,False,False,True,False,False
1,82,1,5,0.07,2,311,False,False,True,False,False
2,215,3,2,0.09,4,189,False,True,False,False,False
2,147,3,14,0.2,2,0,False,True,False,False,False
2,145,2,26,0.43,1,269,False,False,True,False,False
1,65,3,72,1.22,1,157,False,True,False,False,False
1,78,3,24,0.33,3,28,False,True,False,False,False
2,120,3,2,0.05,1,0,False,False,False,True,False
2,120,3,13,0.28,2,327,False,True,False,False,False
1,95,1,86,2.87,1,86,False,False,True,False,False
1,90,1,115,1.63,3,359,False,True,False,False,False
2,100,7,41,0.58,1,45,False,True,False,False,False
2,188,3,38,0.54,1,261,False,True,False,False,False
1,80,1,5,0.07,1,363,False,False,False,True,False
2,175,4,5,0.07,1,0,False,False,True,False,False
2,250,3,155,2.18,1,159,False,False,True,False,False
2,115,7,3,0.04,1,0,False,True,False,False,False
2,199,3,35,0.49,1,69,False,False,True,False,False
1,70,2,6,0.1,1,0,False,True,False,False,False
2,125,6,0,0.0,1,0,False,False,True,False,False
2,169,7,11,0.2,1,24,False,False,True,False,False
2,150,2,24,0.53,1,296,False,True,False,False,False
1,61,1,86,1.83,1,233,False,False,True,False,False
1,40,7,14,0.2,2,221,False,True,False,False,False
2,150,3,52,0.72,1,342,False,True,False,False,False
1,65,2,14,0.2,1,275,False,True,False,False,False
1,90,3,0,0.0,1,353,True,False,False,False,False
2,190,3,123,1.73,3,248,False,False,True,False,False
1,79,2,11,0.8,1,73,False,True,False,False,False
2,225,3,230,3.31,1,259,False,True,False,False,False
2,185,3,141,2.0,3,258,False,False,True,False,False
1,100,2,8,0.11,1,156,False,True,False,False,False
1,85,2,146,2.01,1,129,False,False,True,False,False
1,75,2,20,0.33,1,29,False,False,True,False,False
1,85,3,2,0.32,1,89,False,True,False,False,False
2,98,3,144,2.87,1,249,False,True,False,False,False
2,145,2,30,0.42,1,278,False,False,False,True,False
2,280,2,7,0.11,1,365,False,False,True,False,False
2,210,5,11,0.18,1,8,False,False,True,False,False
2,100,3,162,2.24,4,141,False,True,False,False,False
2,250,1,0,0.0,1,0,False,False,True,False,False
1,59,1,123,2.23,1,336,False,True,False,False,False
1,199,1,141,4.51,1,130,False,False,True,False,False
2,219,1,78,1.1,5,301,False,False,True,False,False
1,100,1,96,1.36,2,333,False,True,False,False,False
1,220,1,2,0.03,2,364,False,False,True,False,False
2,140,2,24,0.38,1,255,False,True,False,False,False
1,105,1,16,0.23,2,308,False,False,True,False,False
2,110,10,6,0.08,1,13,False,True,False,False,False
2,131,7,140,1.94,1,32,False,True,False,False,False
2,265,4,95,1.31,1,257,False,False,True,False,False
1,53,1,245,3.41,3,90,False,True,False,False,False
2,99,3,5,0.07,1,365,False,False,True,False,False
1,65,5,39,0.56,1,187,False,True,False,False,False
1,120,3,90,1.25,2,173,False,False,True,False,False
2,180,4,28,0.4,1,280,False,False,True,False,False
1,67,7,2,1.0,1,14,False,True,False,False,False
1,111,2,77,1.1,2,259,False,False,True,False,False
1,90,1,77,2.0,1,269,False,False,True,False,False
2,259,1,2,0.04,1,0,False,True,False,False,False
1,89,3,231,4.67,2,38,False,False,True,False,False
1,69,2,98,1.36,1,20,False,True,False,False,False
1,75,4,14,0.23,3,0,False,False,True,False,False
2,250,5,25,0.35,1,220,False,True,False,False,False
2,120,1,226,3.22,2,274,False,True,False,False,False
2,90,7,0,0.0,1,0,False,True,False,False,False
1,45,4,7,0.21,2,88,False,True,False,False,False
1,70,3,54,0.77,5,316,False,True,False,False,False
2,260,1,320,5.68,2,253,False,False,True,False,False
2,125,3,23,0.64,1,77,False,True,False,False,False
2,195,2,220,3.1,2,287,False,True,False,False,False
1,58,5,31,0.43,1,297,False,True,False,False,False
1,75,5,3,0.16,1,0,False,False,True,False,False
2,200,4,68,0.95,1,21,False,False,True,False,False
1,75,2,33,0.52,5,201,False,True,False,False,False
1,95,2,44,0.64,5,47,False,True,False,False,False
1,99,2,189,2.63,1,0,False,True,False,False,False
1,275,3,20,0.34,1,257,False,True,False,False,False
2,162,2,11,0.44,1,0,False,True,False,False,False
2,200,3,0,0.0,1,345,False,False,True,False,False
2,285,5,11,0.16,1,173,False,False,True,False,False
2,120,7,64,0.91,2,184,False,False,True,False,False
2,120,1,76,1.07,2,314,False,False,True,False,False
2,210,2,140,2.1,5,319,False,False,True,False,False
2,110,6,1,0.1,2,0,False,False,True,False,False
2,200,7,0,0.0,1,345,False,True,False,False,False
2,138,1,4,0.06,1,41,False,False,False,True,False
1,90,3,5,0.11,1,0,False,False,True,False,False
1,70,10,0,0.0,1,365,False,True,False,False,False
1,72,7,41,0.58,1,68,False,True,False,False,False
1,75,5,13,0.56,1,3,False,True,False,False,False
2,160,6,1,0.01,1,0,False,True,False,False,False
0,29,2,5,0.07,1,321,False,True,False,False,False
2,175,3,62,1.46,1,213,False,True,False,False,False
1,75,6,0,0.0,1,180,False,False,False,True,False
1,110,3,7,0.12,1,0,False,False,True,False,False
2,175,3,199,2.78,1,272,False,True,False,False,False
1,99,1,123,1.99,2,245,False,False,True,False,False
1,100,2,7,0.15,1,36,False,False,True,False,False
2,144,5,3,0.06,1,0,False,True,False,False,False
2,171,2,34,1.47,3,243,False,True,False,False,False
2,270,1,4,0.06,1,0,False,False,True,False,False
2,160,3,220,3.19,1,24,False,False,True,False,False
1,65,7,40,0.86,1,64,False,False,True,False,False
2,99,3,208,2.89,1,206,False,True,False,False,False
2,125,3,232,3.22,1,47,False,False,True,False,False
1,72,3,0,0.0,1,365,False,True,False,False,False
2,300,2,16,0.24,2,41,False,True,False,False,False
1,112,1,196,5.4,1,71,False,False,True,False,False
1,60,2,64,0.89,2,87,False,True,False,False,False
2,232,10,2,0.03,1,234,False,False,True,False,False
1,138,1,0,0.0,1,29,False,True,False,False,False
2,140,2,149,2.41,1,16,False,False,True,False,False
2,168,2,1,0.03,1,0,False,True,False,False,False
0,150,2,0,0.0,1,365,False,False,False,True,False
2,95,4,21,0.29,1,98,False,True,False,False,False
2,175,2,1,0.05,1,0,False,False,True,False,False
2,220,2,13,0.23,1,3,False,False,True,False,False
2,85,2,67,0.97,1,8,False,True,False,False,False
1,35,4,76,1.07,1,5,False,False,False,True,False
1,55,1,167,2.78,10,363,False,False,True,False,False
1,69,4,34,0.72,3,68,False,True,False,False,False
1,68,3,11,0.33,2,187,False,True,False,False,False
1,69,2,90,1.25,1,186,False,True,False,False,False
2,300,2,23,0.32,1,365,False,False,True,False,False
2,175,1,152,4.54,3,248,False,False,True,False,False
1,59,1,190,2.64,5,359,False,False,False,True,False
1,59,1,19,0.26,5,359,False,False,False,True,False
1,169,2,33,0.47,2,340,False,False,True,False,False
2,120,2,1,0.02,1,0,False,True,False,False,False
2,155,3,227,3.16,1,244,False,True,False,False,False
2,165,2,80,1.28,1,188,False,True,False,False,False
1,60,2,125,1.77,4,167,False,False,True,False,False
2,190,3,10,0.26,2,0,False,True,False,False,False
2,150,5,3,0.13,1,0,False,False,True,False,False
2,120,4,26,0.53,1,10,False,True,False,False,False
1,59,1,14,0.19,5,359,False,False,False,True,False
0,99,2,62,2.22,1,21,False,False,True,False,False
1,59,1,32,0.45,5,359,False,False,False,True,False
1,110,3,23,0.32,1,159,False,True,False,False,False
2,179,3,201,2.84,1,256,False,False,True,False,False
1,102,5,8,0.24,1,0,False,False,False,True,False
1,62,3,95,1.32,8,338,False,True,False,False,False
2,140,2,13,0.18,1,0,False,False,False,True,False
2,299,2,26,0.37,1,88,False,False,True,False,False
1,49,1,90,1.29,1,0,False,False,True,False,False
1,80,3,130,1.85,1,0,False,True,False,False,False
1,89,3,147,2.05,1,362,False,True,False,False,False
1,125,1,1,0.01,1,364,False,False,True,False,False
2,150,3,17,0.43,1,0,False,True,False,False,False
1,100,2,15,0.21,2,326,False,False,True,False,False
2,120,5,9,0.16,1,0,False,False,True,False,False
2,145,4,18,0.25,1,0,False,True,False,False,False
2,190,3,17,0.28,1,167,False,True,False,False,False
1,80,3,51,0.79,3,276,False,False,True,False,False
2,275,2,195,2.74,1,331,False,True,False,False,False
2,250,1,87,1.23,1,272,False,True,False,False,False
2,100,2,271,3.85,2,270,False,False,True,False,False
1,66,2,4,0.08,1,365,False,True,False,False,False
1,65,7,58,0.83,2,333,False,True,False,False,False
2,220,4,60,0.85,1,332,False,False,True,False,False
2,159,2,114,1.62,1,46,False,False,True,False,False
1,70,2,31,0.44,2,20,False,True,False,False,False
1,49,5,84,1.17,3,296,False,True,False,False,False
1,47,5,21,0.36,1,56,False,True,False,False,False
2,299,1,200,2.8,4,100,False,False,True,False,False
2,79,7,19,0.43,1,0,False,True,False,False,False
2,115,4,12,0.17,1,0,False,True,False,False,False
2,229,3,38,0.54,1,364,False,True,False,False,False
2,115,5,3,0.04,1,0,False,True,False,False,False
2,165,4,10,0.14,1,49,False,True,False,False,False
2,67,6,10,0.39,1,0,False,True,False,False,False
1,68,3,52,2.44,3,72,False,True,False,False,False
1,85,3,1,0.16,2,132,False,True,False,False,False
2,170,3,134,2.0,3,209,False,True,False,False,False
1,95,3,46,0.76,3,86,False,True,False,False,False
1,45,3,2,0.05,1,0,False,True,False,False,False
1,178,2,2,0.06,1,0,False,True,False,False,False
2,140,5,50,0.91,1,328,False,False,True,False,False
2,89,3,86,1.29,1,223,False,True,False,False,False
2,108,4,3,0.06,1,0,False,False,False,True,False
2,138,7,14,0.3,1,13,False,False,True,False,False
2,115,2,121,1.7,1,39,False,True,False,False,False
0,69,1,136,2.13,4,103,False,False,True,False,False
2,269,2,68,1.14,1,311,False,False,True,False,False
2,150,1,2,0.03,1,207,False,False,True,False,False
2,121,7,76,1.11,1,151,False,False,True,False,False
2,95,7,22,0.49,1,20,False,True,False,False,False
2,99,3,66,1.05,5,365,False,True,False,False,False
1,40,1,73,1.1,1,65,False,True,False,False,False
1,50,2,11,0.16,2,157,False,True,False,False,False
2,224,2,229,3.28,1,257,False,True,False,False,False
2,120,2,2,0.19,1,0,False,False,False,True,False
1,59,1,116,1.63,2,0,False,False,False,True,False
2,175,3,105,1.49,1,274,False,False,True,False,False
2,250,3,184,2.65,1,84,False,False,False,True,False
2,156,2,31,0.44,1,3,False,False,True,False,False
2,75,2,36,0.66,1,0,False,True,False,False,False
2,79,5,9,0.13,1,0,False,False,True,False,False
2,280,1,124,1.77,1,359,False,True,False,False,False
1,80,4,131,1.88,1,34,False,False,True,False,False
2,190,2,95,1.65,2,349,False,True,False,False,False
2,199,2,29,0.47,1,361,False,False,True,False,False
1,75,2,25,0.4,1,365,False,False,False,True,False
1,100,1,212,3.05,1,278,False,False,True,False,False
2,125,1,15,0.21,1,362,False,False,True,False,False
1,75,2,12,0.24,1,0,False,True,False,False,False
1,99,2,30,2.61,1,24,False,False,True,False,False
1,51,1,165,2.36,1,361,False,False,False,True,False
2,188,2,260,3.97,1,312,False,False,False,True,False
2,90,7,2,0.04,1,0,False,False,True,False,False
2,279,3,9,0.19,1,0,False,True,False,False,False
1,125,2,59,0.84,1,360,False,False,True,False,False
1,85,4,38,0.56,3,81,False,True,False,False,False
1,84,2,68,0.96,3,362,False,True,False,False,False
2,155,1,123,1.74,2,170,False,False,True,False,False
2,300,5,31,0.45,1,278,False,False,True,False,False
2,140,1,1,0.02,1,0,False,True,False,False,False
1,120,7,19,0.27,2,245,False,False,True,False,False
2,99,2,198,2.78,2,89,False,True,False,False,False
2,240,7,19,0.27,1,158,False,False,True,False,False
2,72,7,27,0.46,1,73,False,False,True,False,False
1,45,4,68,0.96,1,0,False,False,False,True,False
1,100,2,48,0.9,1,78,False,False,True,False,False
2,175,5,116,1.65,1,299,False,False,True,False,False
2,200,5,10,0.14,1,0,False,False,True,False,False
1,59,1,8,0.12,5,359,False,False,False,True,False
1,120,3,142,2.01,1,37,False,True,False,False,False
1,48,7,61,0.87,1,0,False,True,False,False,False
2,99,2,55,0.78,1,182,False,False,True,False,False
2,160,2,44,0.64,2,0,False,False,True,False,False
2,142,4,41,0.58,1,151,False,True,False,False,False
1,120,3,12,0.17,2,365,False,False,False,True,False
2,130,7,26,0.41,1,182,False,True,False,False,False
0,85,3,38,0.56,1,157,False,False,True,False,False
1,69,5,152,2.14,2,110,False,False,True,False,False
2,150,3,1,0.03,1,0,False,True,False,False,False
1,87,1,4,2.26,1,12,False,True,False,False,False
1,249,3,1,0.02,2,87,False,False,True,False,False
1,65,4,142,2.03,1,115,False,True,False,False,False
2,175,3,158,2.27,1,317,False,True,False,False,False
1,79,5,112,1.59,3,1,False,False,True,False,False
1,194,2,141,2.0,2,340,False,False,True,False,False
2,150,3,19,0.27,1,9,False,False,True,False,False
2,241,2,1,0.15,1,0,False,True,False,False,False
1,80,1,73,1.08,1,309,False,False,True,False,False
2,120,4,72,1.02,1,284,False,True,False,False,False
2,155,4,13,0.22,1,0,False,False,True,False,False
2,150,7,40,0.57,1,0,False,False,True,False,False
2,140,6,36,0.69,1,71,False,False,True,False,False
2,90,1,5,0.08,1,361,False,True,False,False,False
2,150,3,94,1.33,3,250,False,True,False,False,False
2,135,2,127,1.8,1,354,False,True,False,False,False
2,140,2,45,1.64,1,31,False,True,False,False,False
2,130,3,220,3.11,2,0,False,True,False,False,False
1,150,2,121,1.72,1,225,False,False,True,False,False
2,115,3,185,2.62,1,163,False,True,False,False,False
2,130,3,229,3.32,2,259,False,True,False,False,False
2,125,2,21,0.3,1,363,False,False,True,False,False
1,65,5,1,0.02,1,169,False,True,False,False,False
2,110,9,11,0.16,1,362,False,False,False,True,False
1,31,6,41,0.58,3,55,False,True,False,False,False
2,135,3,173,2.47,2,277,False,True,False,False,False
2,200,3,20,0.29,1,0,False,False,True,False,False
1,212,3,1,0.33,3,109,False,True,False,False,False
0,40,1,34,0.48,3,75,False,True,False,False,False
2,95,2,147,2.09,3,275,False,True,False,False,False
2,100,1,59,0.84,4,165,False,True,False,False,False
1,139,1,203,2.87,2,32,False,False,True,False,False
2,226,3,25,0.36,1,80,False,False,True,False,False
2,74,2,189,3.02,2,131,False,True,False,False,False
2,195,5,52,0.74,1,0,False,False,True,False,False
2,275,2,6,0.51,1,5,False,False,True,False,False
1,310,4,12,0.18,1,358,False,False,True,False,False
2,75,3,19,0.28,1,258,False,False,False,False,True
2,99,2,201,2.85,2,106,False,True,False,False,False
2,250,6,79,1.12,1,137,False,False,True,False,False
2,250,5,5,0.07,1,358,False,False,True,False,False
1,75,1,23,0.33,1,0,False,True,False,False,False
2,96,2,14,4.62,1,50,False,True,False,False,False
2,200,1,0,0.0,1,0,False,False,True,False,False
1,90,3,139,2.38,1,293,False,False,True,False,False
1,79,1,274,4.02,3,308,False,False,False,True,False
1,220,1,0,0.0,1,365,False,False,True,False,False
1,35,2,201,3.28,2,88,False,False,False,True,False
1,70,7,34,0.48,1,140,False,False,False,True,False
1,85,1,40,0.83,10,293,False,True,False,False,False
1,65,3,2,0.06,2,365,False,True,False,False,False
2,200,4,24,0.38,2,157,False,False,False,True,False
1,62,3,52,0.74,8,361,False,True,False,False,False
1,50,1,19,0.83,1,311,True,False,False,False,False
1,62,3,48,0.68,8,340,False,True,False,False,False
1,50,2,13,0.22,3,282,False,True,False,False,False
1,55,1,0,0.0,1,0,False,False,True,False,False
1,71,2,64,1.02,2,18,False,False,True,False,False
1,75,1,37,0.53,1,139,False,False,True,False,False
1,115,3,146,2.08,1,277,False,True,False,False,False
1,82,2,144,3.37,1,0,False,True,False,False,False
1,75,3,34,0.49,8,341,False,True,False,False,False
1,60,3,101,1.44,1,340,False,False,True,False,False
2,200,7,11,1.17,1,11,False,False,True,False,False
1,90,1,0,0.0,1,0,False,True,False,False,False
2,215,3,59,0.84,1,356,False,True,False,False,False
1,100,2,244,3.49,1,52,False,False,True,False,False
2,159,3,11,0.2,4,77,False,True,False,False,False
1,64,2,108,1.61,2,296,False,True,False,False,False
2,120,4,182,2.6,1,72,False,False,True,False,False
1,76,3,164,2.34,1,27,False,False,True,False,False
1,175,2,4,0.1,1,0,False,False,True,False,False
1,110,5,7,0.1,1,300,False,True,False,False,False
1,75,1,69,4.43,2,49,False,True,False,False,False
1,80,2,28,0.4,2,327,False,False,True,False,False
1,110,4,2,0.06,1,0,False,True,False,False,False
1,89,1,214,3.07,2,354,False,True,False,False,False
2,110,3,23,0.33,1,67,False,True,False,False,False
1,96,1,274,3.94,1,145,False,False,True,False,False
2,75,5,31,0.49,2,0,False,False,True,False,False
2,185,3,65,1.04,1,106,False,False,True,False,False
2,49,2,23,3.5,1,262,False,True,False,False,False
2,220,7,18,0.27,2,156,False,True,False,False,False
1,99,4,11,0.18,2,365,False,False,True,False,False
1,85,1,135,1.93,1,15,False,False,True,False,False
2,98,7,7,0.1,1,0,False,True,False,False,False
1,84,1,60,1.05,10,302,False,True,False,False,False
1,65,1,38,0.6,10,239,False,True,False,False,False
2,160,2,19,0.32,1,0,False,True,False,False,False
1,115,3,200,3.16,1,256,False,True,False,False,False
1,119,2,27,0.58,1,325,False,False,True,False,False
2,120,2,92,1.37,1,311,False,True,False,False,False
1,99,1,20,0.42,2,278,False,False,True,False,False
2,199,2,25,0.44,1,5,False,True,False,False,False
1,99,1,340,4.9,2,263,False,True,False,False,False
1,195,3,231,3.51,1,304,False,False,False,True,False
2,115,2,210,3.58,2,106,False,True,False,False,False
2,180,3,18,0.26,1,72,False,False,True,False,False
1,45,3,53,0.82,1,249,True,False,False,False,False
2,300,2,65,0.96,1,350,False,False,True,False,False
1,95,1,0,0.0,1,0,False,False,True,False,False
2,140,2,40,0.6,1,20,False,False,False,True,False
2,123,5,14,0.2,1,0,False,False,True,False,False
2,200,2,119,1.89,1,216,False,False,True,False,False
1,100,3,4,0.07,2,364,False,False,False,True,False
2,250,3,144,2.06,1,128,False,True,False,False,False
1,85,1,221,4.1,3,206,False,True,False,False,False
2,100,3,3,0.05,1,0,False,False,True,False,False
2,109,2,26,0.49,1,139,False,False,True,False,False
2,260,5,13,0.21,1,167,False,False,True,False,False
1,87,2,235,3.37,1,23,False,False,True,False,False
1,43,2,11,0.16,1,338,True,False,False,False,False
2,199,1,29,0.42,5,339,False,False,True,False,False
1,90,2,17,0.24,3,177,False,False,True,False,False
2,195,3,78,1.13,1,312,False,True,False,False,False
2,185,3,115,2.09,3,314,False,True,False,False,False
2,200,2,144,2.07,1,263,False,False,True,False,False
1,100,1,41,0.87,2,355,False,False,True,False,False
2,225,4,10,0.17,1,348,False,False,True,False,False
1,80,3,112,1.61,2,0,False,True,False,False,False
2,89,4,123,1.76,2,18,False,True,False,False,False
2,179,4,127,1.83,1,17,False,False,True,False,False
1,90,3,6,0.1,1,11,False,False,True,False,False
2,275,7,0,0.0,1,0,False,False,False,True,False
1,35,2,3,0.12,2,0,False,True,False,False,False
1,86,2,107,1.58,1,0,False,False,False,True,False
2,95,1,41,0.59,2,177,False,False,False,True,False
1,116,1,43,0.63,1,0,False,False,True,False,False
1,80,5,62,1.72,2,23,False,False,True,False,False
2,110,1,233,3.39,2,17,False,False,True,False,False
1,29,2,386,5.53,3,50,False,False,False,True,False
0,55,1,205,3.04,1,326,False,False,True,False,False
0,75,5,63,0.91,5,19,False,False,False,True,False
1,75,1,0,0.0,1,58,False,True,False,False,False
2,120,7,39,0.91,2,50,False,True,False,False,False
1,143,2,37,0.53,1,364,False,False,True,False,False
2,250,3,1,0.02,1,0,False,False,True,False,False
1,99,3,19,0.41,2,310,False,True,False,False,False
2,150,3,50,0.74,1,152,False,False,True,False,False
1,55,10,20,0.29,1,184,False,True,False,False,False
2,175,2,85,1.31,1,287,False,True,False,False,False
1,69,1,142,2.12,3,329,False,True,False,False,False
2,184,4,22,0.33,1,12,False,False,True,False,False
2,145,2,6,0.09,1,0,False,True,False,False,False
1,100,3,210,3.01,1,256,False,False,True,False,False
1,44,5,79,1.14,3,251,False,True,False,False,False
1,70,3,0,0.0,1,0,False,True,False,False,False
2,185,1,0,0.0,1,0,False,True,False,False,False
2,225,3,10,0.15,1,0,False,False,True,False,False
2,199,2,2,0.03,1,0,False,False,True,False,False
1,60,1,57,0.91,1,301,False,False,True,False,False
2,175,3,258,3.8,1,235,False,False,True,False,False
2,199,5,4,0.06,1,0,False,False,True,False,False
1,65,1,10,0.44,1,73,False,True,False,False,False
2,190,2,11,0.24,1,331,False,True,False,False,False
2,107,3,143,2.07,1,23,False,True,False,False,False
2,150,1,26,0.38,1,0,False,False,True,False,False
1,45,2,14,0.2,2,36,False,True,False,False,False
2,179,2,15,0.22,1,0,False,True,False,False,False
2,110,1,92,6.3,2,147,False,False,False,True,False
2,245,2,14,0.76,1,65,False,True,False,False,False
1,100,2,12,0.17,1,252,False,False,True,False,False
2,275,5,16,0.23,1,12,False,True,False,False,False
2,250,4,134,1.95,1,222,False,True,False,False,False
2,120,3,2,0.03,1,0,False,True,False,False,False
2,135,3,190,2.77,1,267,False,True,False,False,False
2,199,10,4,0.06,1,3,False,False,True,False,False
1,75,1,19,0.29,5,289,False,True,False,False,False
1,75,7,30,0.43,5,216,False,True,False,False,False
1,75,3,22,0.32,3,177,False,False,True,False,False
